measure,location,sample_date,unit,value,id
Total phosphorus,Sakda,12/18/2003,mg/l,0.092,56336
Total phosphorus,Sakda,1/29/2004,mg/l,0.020666667,56337
Total phosphorus,Sakda,9/3/2004,mg/l,0.027,56338
Total phosphorus,Sakda,10/9/2004,mg/l,0.113666667,56339
Total phosphorus,Sakda,12/11/2004,mg/l,0.096,56340
Total phosphorus,Sakda,1/16/2005,mg/l,0.128666667,56341
Total phosphorus,Sakda,2/11/2005,mg/l,0.153,56342
Total phosphorus,Sakda,3/11/2005,mg/l,0.080666667,56343
Total phosphorus,Sakda,4/8/2005,mg/l,0.145,56344
Total phosphorus,Sakda,5/13/2005,mg/l,0.046666667,56345
Total phosphorus,Sakda,7/8/2005,mg/l,0.066333333,56346
Total phosphorus,Sakda,8/12/2005,mg/l,0.171,56347
Total phosphorus,Sakda,9/9/2005,mg/l,0.04,56348
Total phosphorus,Sakda,10/14/2005,mg/l,0.065333333,56349
Total phosphorus,Sakda,11/11/2005,mg/l,0.281,56350
Total phosphorus,Sakda,12/9/2005,mg/l,0.060666667,56351
Total phosphorus,Sakda,1/13/2006,mg/l,0.188666667,56352
Total phosphorus,Sakda,2/10/2006,mg/l,0.140333333,56353
Total phosphorus,Sakda,3/9/2006,mg/l,0.212333333,56354
Total phosphorus,Sakda,4/15/2006,mg/l,0.121666667,56355
Total phosphorus,Sakda,5/11/2006,mg/l,0.134,56356
Total phosphorus,Sakda,6/8/2006,mg/l,0.051333333,56357
Total phosphorus,Sakda,7/13/2006,mg/l,0.103,56358
Total phosphorus,Sakda,8/10/2006,mg/l,0.113,56359
Total phosphorus,Sakda,9/7/2006,mg/l,0.085,56360
Total phosphorus,Sakda,10/12/2006,mg/l,0.165666667,56361
Total phosphorus,Sakda,11/9/2006,mg/l,0.121666667,56362
Total phosphorus,Sakda,12/7/2006,mg/l,0.067666667,56363
Total phosphorus,Sakda,1/11/2007,mg/l,0.095333333,56364
Total phosphorus,Sakda,2/15/2007,mg/l,0.102666667,56365
Total phosphorus,Sakda,3/15/2007,mg/l,0.259,56366
Total phosphorus,Sakda,4/12/2007,mg/l,0.105,56367
Total phosphorus,Sakda,5/10/2007,mg/l,0.142333333,56368
Total phosphorus,Sakda,6/7/2007,mg/l,0.137,56369
Total phosphorus,Sakda,7/7/2007,mg/l,0.079,56370
Total phosphorus,Sakda,8/11/2007,mg/l,0.162333333,56371
Total phosphorus,Sakda,9/6/2007,mg/l,0.126666667,56372
Total phosphorus,Sakda,10/13/2007,mg/l,0.106,56373
Total phosphorus,Sakda,11/10/2007,mg/l,0.15,56374
Total phosphorus,Sakda,12/8/2007,mg/l,0.106,56375
Total phosphorus,Sakda,2/23/2008,mg/l,0.0784,56376
Total phosphorus,Sakda,3/14/2008,mg/l,0.302666667,56377
Total phosphorus,Sakda,4/11/2008,mg/l,0.113666667,56378
Total phosphorus,Sakda,5/9/2008,mg/l,0.112333333,56379
Total phosphorus,Sakda,6/13/2008,mg/l,0.090666667,56380
Total phosphorus,Sakda,7/11/2008,mg/l,0.166,56381
Total phosphorus,Sakda,8/8/2008,mg/l,0.071633333,56382
Total phosphorus,Sakda,9/6/2008,mg/l,0.2062,56383
Total phosphorus,Sakda,10/12/2008,mg/l,0.1417,56384
Total phosphorus,Sakda,11/7/2008,mg/l,0.089666667,56385
Total phosphorus,Sakda,12/12/2008,mg/l,0.0981,56386
Total phosphorus,Sakda,1/9/2009,mg/l,0.101366667,56387
Total phosphorus,Sakda,2/13/2009,mg/l,0.115333333,56388
Total phosphorus,Sakda,3/13/2009,mg/l,0.134666667,56389
Total phosphorus,Sakda,4/17/2009,mg/l,0.120333333,56390
Total phosphorus,Sakda,5/8/2009,mg/l,0.139666667,56391
Total phosphorus,Sakda,6/12/2009,mg/l,0.026066667,56392
Total phosphorus,Sakda,7/11/2009,mg/l,0.034,56393
Total phosphorus,Sakda,8/8/2009,mg/l,0.093233333,56394
Total phosphorus,Sakda,9/7/2009,mg/l,0.081466667,56395
Total phosphorus,Sakda,9/28/2009,mg/l,0.142,56396
Total phosphorus,Sakda,10/8/2009,mg/l,0.2668,56397
Total phosphorus,Sakda,11/13/2009,mg/l,0.067,56398
Total phosphorus,Sakda,12/5/2009,mg/l,0.095333333,56399
Total phosphorus,Sakda,1/10/2010,mg/l,0.126,56400
Total phosphorus,Sakda,2/7/2010,mg/l,0.2071,56401
Total phosphorus,Sakda,3/12/2010,mg/l,0.0613,56402
Total phosphorus,Sakda,4/8/2010,mg/l,0.296,56403
Total phosphorus,Sakda,5/14/2010,mg/l,0.037,56404
Total phosphorus,Sakda,6/19/2010,mg/l,0.059333333,56405
Total phosphorus,Sakda,7/18/2010,mg/l,0.059,56406
Total phosphorus,Sakda,8/14/2010,mg/l,0.062666667,56407
Total phosphorus,Sakda,9/2/2010,mg/l,0.065666667,56408
Total phosphorus,Sakda,10/15/2010,mg/l,0.064,56409
Total phosphorus,Sakda,11/10/2010,mg/l,0.065333333,56410
Total phosphorus,Sakda,12/11/2010,mg/l,0.057666667,56411
Total phosphorus,Sakda,1/13/2011,mg/l,0.071666667,56412
Total phosphorus,Sakda,2/10/2011,mg/l,0.117666667,56413
Total phosphorus,Sakda,3/10/2011,mg/l,0.056,56414
Total phosphorus,Sakda,4/7/2011,mg/l,0.043333333,56415
Total phosphorus,Sakda,5/12/2011,mg/l,0.053,56416
Total phosphorus,Sakda,5/21/2011,mg/l,0.038,56417
Total phosphorus,Sakda,6/18/2011,mg/l,0.049333333,56418
Total phosphorus,Sakda,6/26/2011,mg/l,0.064,56419
Total phosphorus,Sakda,7/8/2011,mg/l,0.038,56420
Total phosphorus,Sakda,7/30/2011,mg/l,0.080333333,56421
Total phosphorus,Sakda,8/6/2011,mg/l,0.076666667,56422
Total phosphorus,Sakda,8/11/2011,mg/l,0.043333333,56423
Total phosphorus,Sakda,9/9/2011,mg/l,0.041333333,56424
Total phosphorus,Sakda,10/15/2011,mg/l,0.101,56425
Total phosphorus,Sakda,10/27/2011,mg/l,0.148333333,56426
Total phosphorus,Sakda,11/11/2011,mg/l,0.097,56427
Total phosphorus,Sakda,11/26/2011,mg/l,0.069333333,56428
Total phosphorus,Sakda,12/9/2011,mg/l,0.128333333,56429
Total phosphorus,Sakda,1/14/2012,mg/l,0.038,56430
Total phosphorus,Sakda,2/11/2012,mg/l,0.07,56431
Total phosphorus,Sakda,3/11/2012,mg/l,0.077333333,56432
Total phosphorus,Sakda,4/15/2012,mg/l,0.035,56433
Total phosphorus,Sakda,5/13/2012,mg/l,0.048666667,56434
Total phosphorus,Sakda,6/8/2012,mg/l,0.064333333,56435
Total phosphorus,Sakda,7/13/2012,mg/l,0.104333333,56436
Total phosphorus,Sakda,9/1/2012,mg/l,0.11,56437
Total phosphorus,Sakda,9/16/2012,mg/l,0.293666667,56438
Total phosphorus,Sakda,10/14/2012,mg/l,0.097,56439
Total phosphorus,Sakda,11/5/2012,mg/l,0.079,56440
Total phosphorus,Sakda,12/9/2012,mg/l,0.030666667,56441
Total phosphorus,Sakda,1/11/2013,mg/l,0.122333333,56442
Total phosphorus,Sakda,2/10/2013,mg/l,0.055,56443
Total phosphorus,Sakda,3/10/2013,mg/l,0.081666667,56444
Total phosphorus,Sakda,4/15/2013,mg/l,0.047,56445
Total phosphorus,Sakda,5/12/2013,mg/l,0.01,56446
Total phosphorus,Sakda,6/23/2013,mg/l,0.025666667,56447
Total phosphorus,Sakda,7/14/2013,mg/l,0.054,56448
Total phosphorus,Sakda,8/13/2013,mg/l,0.020333333,56449
Total phosphorus,Sakda,9/8/2013,mg/l,0.068,56450
Total phosphorus,Sakda,10/12/2013,mg/l,0.050333333,56451
Total phosphorus,Sakda,11/8/2013,mg/l,0.118666667,56452
Total phosphorus,Sakda,12/7/2013,mg/l,0.056,56453
Total phosphorus,Sakda,1/17/2014,mg/l,0.090333333,56454
Total phosphorus,Sakda,3/13/2014,mg/l,0.110666667,56455
Total phosphorus,Sakda,4/3/2014,mg/l,0.116,56456
Total phosphorus,Sakda,5/8/2014,mg/l,0.115333333,56457
Total phosphorus,Sakda,6/19/2014,mg/l,0.064333333,56458
Total phosphorus,Sakda,7/4/2014,mg/l,0.265,56459
Total phosphorus,Sakda,8/22/2014,mg/l,0.05,56460
Total phosphorus,Sakda,9/6/2014,mg/l,0.062333333,56461
Total phosphorus,Sakda,9/12/2014,mg/l,0.061666667,56462
Total phosphorus,Sakda,10/15/2014,mg/l,0.079666667,56463
Total phosphorus,Sakda,11/6/2014,mg/l,0.073,56464
Total phosphorus,Sakda,12/11/2014,mg/l,0.063,56465
Total phosphorus,Sakda,1/8/2015,mg/l,0.091666667,56466
Total phosphorus,Sakda,2/12/2015,mg/l,0.069333333,56467
Total phosphorus,Sakda,3/12/2015,mg/l,0.093666667,56468
Total phosphorus,Sakda,4/2/2015,mg/l,0.097666667,56469
Total phosphorus,Sakda,5/14/2015,mg/l,0.076333333,56470
Total phosphorus,Sakda,6/18/2015,mg/l,0.096666667,56471
Total phosphorus,Sakda,7/10/2015,mg/l,0.100666667,56472
Total phosphorus,Sakda,8/20/2015,mg/l,0.050666667,56473
Total phosphorus,Sakda,9/25/2015,mg/l,0.067,56474
Total phosphorus,Sakda,10/8/2015,mg/l,0.138,56475
Total phosphorus,Sakda,11/19/2015,mg/l,0.108,56476
Total phosphorus,Sakda,12/10/2015,mg/l,0.095666667,56477
Total phosphorus,Sakda,1/9/2016,mg/l,0.073,56478
Total phosphorus,Sakda,2/11/2016,mg/l,0.088333333,56479
Total phosphorus,Sakda,3/11/2016,mg/l,0.110666667,56480
Total phosphorus,Sakda,4/1/2016,mg/l,0.108,56481
Total phosphorus,Sakda,5/13/2016,mg/l,0.135333333,56482
Total phosphorus,Sakda,6/11/2016,mg/l,0.088,56483
Total phosphorus,Sakda,7/8/2016,mg/l,0.108666667,56484
Total phosphorus,Sakda,8/19/2016,mg/l,0.153666667,56485
Total phosphorus,Sakda,9/3/2016,mg/l,0.120666667,56486
Total phosphorus,Sakda,10/1/2016,mg/l,0.099,56487
Total phosphorus,Sakda,11/4/2016,mg/l,0.157,56488
Total phosphorus,Sakda,12/2/2016,mg/l,0.105,56489
Trifluralin,Sakda,9/28/2009,µg/l,0.1,56490
Water temperature,Sakda,4/18/1998,C,21,56491
Water temperature,Sakda,6/30/1998,C,25,56492
Water temperature,Sakda,8/26/1998,C,23,56493
Water temperature,Sakda,10/24/1998,C,13,56494
Water temperature,Sakda,11/20/1998,C,14,56495
Water temperature,Sakda,12/10/1998,C,6.5,56496
Water temperature,Sakda,1/16/1999,C,0.5,56497
Water temperature,Sakda,2/27/1999,C,8,56498
Water temperature,Sakda,3/25/1999,C,6,56499
Water temperature,Sakda,4/26/1999,C,13,56500
Water temperature,Sakda,5/26/1999,C,18.33333333,56501
Water temperature,Sakda,6/25/1999,C,27,56502
Water temperature,Sakda,7/26/1999,C,18,56503
Water temperature,Sakda,7/28/1999,C,23.5,56504
Water temperature,Sakda,8/31/1999,C,23,56505
Water temperature,Sakda,9/21/1999,C,18.5,56506
Water temperature,Sakda,10/23/1999,C,12.5,56507
Water temperature,Sakda,11/26/1999,C,7,56508
Water temperature,Sakda,12/15/1999,C,4.5,56509
Water temperature,Sakda,1/19/2000,C,6,56510
Water temperature,Sakda,2/19/2000,C,4.5,56511
Water temperature,Sakda,3/23/2000,C,5.5,56512
Water temperature,Sakda,4/29/2000,C,14,56513
Water temperature,Sakda,5/26/2000,C,18,56514
Water temperature,Sakda,6/24/2000,C,23,56515
Water temperature,Sakda,7/29/2000,C,26,56516
Water temperature,Sakda,8/29/2000,C,24.5,56517
Water temperature,Sakda,9/21/2000,C,18.5,56518
Water temperature,Sakda,10/19/2000,C,16,56519
Water temperature,Sakda,11/23/2000,C,5,56520
Water temperature,Sakda,12/30/2000,C,1.5,56521
Water temperature,Sakda,1/25/2001,C,3,56522
Water temperature,Sakda,2/22/2001,C,3,56523
Water temperature,Sakda,3/22/2001,C,6.5,56524
Water temperature,Sakda,4/30/2001,C,14,56525
Water temperature,Sakda,5/27/2001,C,19,56526
Water temperature,Sakda,6/21/2001,C,25,56527
Water temperature,Sakda,7/27/2001,C,26,56528
Water temperature,Sakda,8/29/2001,C,20,56529
Water temperature,Sakda,9/25/2001,C,20.5,56530
Water temperature,Sakda,11/23/2001,C,9.8,56531
Water temperature,Sakda,12/21/2001,C,4.5,56532
Water temperature,Sakda,1/27/2002,C,1,56533
Water temperature,Sakda,2/24/2002,C,4,56534
Water temperature,Sakda,3/28/2002,C,7.5,56535
Water temperature,Sakda,4/27/2002,C,14.5,56536
Water temperature,Sakda,5/18/2002,C,20,56537
Water temperature,Sakda,6/22/2002,C,18.5,56538
Water temperature,Sakda,7/20/2002,C,22,56539
Water temperature,Sakda,8/23/2002,C,26,56540
Water temperature,Sakda,9/21/2002,C,18,56541
Water temperature,Sakda,10/12/2002,C,17,56542
Water temperature,Sakda,10/26/2002,C,11.5,56543
Water temperature,Sakda,11/21/2002,C,12.5,56544
Water temperature,Sakda,12/14/2002,C,8,56545
Water temperature,Sakda,1/24/2003,C,3.5,56546
Water temperature,Sakda,2/21/2003,C,5,56547
Water temperature,Sakda,3/20/2003,C,10,56548
Water temperature,Sakda,4/26/2003,C,13.5,56549
Water temperature,Sakda,5/22/2003,C,19,56550
Water temperature,Sakda,6/26/2003,C,22.5,56551
Water temperature,Sakda,7/24/2003,C,26.5,56552
Water temperature,Sakda,9/18/2003,C,20.66666667,56553
Water temperature,Sakda,10/23/2003,C,16,56554
Water temperature,Sakda,11/20/2003,C,7,56555
Water temperature,Sakda,12/18/2003,C,0.5,56556
Water temperature,Sakda,1/29/2004,C,3.5,56557
Water temperature,Sakda,3/19/2004,C,9,56558
Water temperature,Sakda,4/23/2004,C,12.83333333,56559
Water temperature,Sakda,5/22/2004,C,19,56560
Water temperature,Sakda,6/12/2004,C,22,56561
Water temperature,Sakda,7/10/2004,C,26,56562
Water temperature,Sakda,8/19/2004,C,21,56563
Water temperature,Sakda,9/3/2004,C,21,56564
Water temperature,Sakda,12/11/2004,C,3.5,56565
Water temperature,Sakda,1/16/2005,C,1.5,56566
Water temperature,Sakda,2/11/2005,C,0.5,56567
Water temperature,Sakda,3/11/2005,C,3,56568
Water temperature,Sakda,4/8/2005,C,8,56569
Water temperature,Sakda,5/13/2005,C,20,56570
Water temperature,Sakda,6/10/2005,C,26,56571
Water temperature,Sakda,7/8/2005,C,26,56572
Water temperature,Sakda,8/12/2005,C,23.5,56573
Water temperature,Sakda,9/9/2005,C,20.5,56574
Water temperature,Sakda,10/14/2005,C,16.5,56575
Water temperature,Sakda,11/11/2005,C,8.5,56576
Water temperature,Sakda,12/9/2005,C,6,56577
Water temperature,Sakda,1/13/2006,C,2,56578
Water temperature,Sakda,2/10/2006,C,4.5,56579
Water temperature,Sakda,3/9/2006,C,5.5,56580
Water temperature,Sakda,4/15/2006,C,12,56581
Water temperature,Sakda,5/11/2006,C,17,56582
Water temperature,Sakda,6/8/2006,C,19.5,56583
Water temperature,Sakda,7/13/2006,C,20,56584
Water temperature,Sakda,8/10/2006,C,24,56585
Water temperature,Sakda,9/7/2006,C,18,56586
Water temperature,Sakda,10/12/2006,C,15,56587
Water temperature,Sakda,11/9/2006,C,13.5,56588
Water temperature,Sakda,12/7/2006,C,7,56589
Water temperature,Sakda,1/11/2007,C,5,56590
Water temperature,Sakda,2/15/2007,C,1.5,56591
Water temperature,Sakda,3/15/2007,C,5,56592
Water temperature,Sakda,4/12/2007,C,11,56593
Water temperature,Sakda,5/10/2007,C,15.5,56594
Water temperature,Sakda,6/7/2007,C,19,56595
Water temperature,Sakda,7/7/2007,C,24,56596
Water temperature,Sakda,8/11/2007,C,24.5,56597
Water temperature,Sakda,9/6/2007,C,22.5,56598
Water temperature,Sakda,10/13/2007,C,15.5,56599
Water temperature,Sakda,11/10/2007,C,9.5,56600
Water temperature,Sakda,12/8/2007,C,5,56601
Water temperature,Sakda,1/12/2008,C,2,56602
Water temperature,Sakda,2/23/2008,C,3,56603
Water temperature,Sakda,3/14/2008,C,5,56604
Water temperature,Sakda,4/11/2008,C,11,56605
Water temperature,Sakda,5/9/2008,C,14,56606
Water temperature,Sakda,6/13/2008,C,19.5,56607
Water temperature,Sakda,7/11/2008,C,24,56608
Water temperature,Sakda,8/8/2008,C,26,56609
Water temperature,Sakda,9/6/2008,C,21,56610
Water temperature,Sakda,10/12/2008,C,17.5,56611
Water temperature,Sakda,11/7/2008,C,8.5,56612
Water temperature,Sakda,12/12/2008,C,7.5,56613
Water temperature,Sakda,1/9/2009,C,5,56614
Water temperature,Sakda,2/13/2009,C,6.5,56615
Water temperature,Sakda,3/13/2009,C,7.5,56616
Water temperature,Sakda,4/17/2009,C,12.5,56617
Water temperature,Sakda,5/8/2009,C,16.5,56618
Water temperature,Sakda,6/12/2009,C,24,56619
Water temperature,Sakda,7/11/2009,C,24,56620
Water temperature,Sakda,8/8/2009,C,25,56621
Water temperature,Sakda,9/7/2009,C,22,56622
Water temperature,Sakda,10/8/2009,C,18,56623
Water temperature,Sakda,11/13/2009,C,8.666666667,56624
Water temperature,Sakda,12/5/2009,C,4.8,56625
Water temperature,Sakda,1/10/2010,C,0.5,56626
Water temperature,Sakda,2/7/2010,C,5,56627
Water temperature,Sakda,3/12/2010,C,8.166666667,56628
Water temperature,Sakda,4/8/2010,C,11,56629
Water temperature,Sakda,5/14/2010,C,17,56630
Water temperature,Sakda,6/19/2010,C,24.2,56631
Water temperature,Sakda,7/18/2010,C,24.66666667,56632
Water temperature,Sakda,8/14/2010,C,26,56633
Water temperature,Sakda,9/2/2010,C,24,56634
Water temperature,Sakda,10/15/2010,C,15.7,56635
Water temperature,Sakda,11/10/2010,C,12.6,56636
Water temperature,Sakda,12/11/2010,C,7,56637
Water temperature,Sakda,1/13/2011,C,1.8,56638
Water temperature,Sakda,2/10/2011,C,6.5,56639
Water temperature,Sakda,3/10/2011,C,7,56640
Water temperature,Sakda,4/7/2011,C,10.5,56641
Water temperature,Sakda,5/12/2011,C,18.5,56642
Water temperature,Sakda,5/21/2011,C,21.23333333,56643
Water temperature,Sakda,6/18/2011,C,23,56644
Water temperature,Sakda,6/26/2011,C,24.5,56645
Water temperature,Sakda,7/8/2011,C,24.43333333,56646
Water temperature,Sakda,7/30/2011,C,26,56647
Water temperature,Sakda,8/6/2011,C,26,56648
Water temperature,Sakda,8/11/2011,C,25,56649
Water temperature,Sakda,9/9/2011,C,23,56650
Water temperature,Sakda,10/15/2011,C,17.03333333,56651
Water temperature,Sakda,10/27/2011,C,14.1,56652
Water temperature,Sakda,11/11/2011,C,11.5,56653
Water temperature,Sakda,11/26/2011,C,8,56654
Water temperature,Sakda,12/9/2011,C,8.8,56655
Water temperature,Sakda,1/14/2012,C,4,56656
Water temperature,Sakda,2/11/2012,C,1,56657
Water temperature,Sakda,3/11/2012,C,3.233333333,56658
Water temperature,Sakda,4/15/2012,C,13.3,56659
Water temperature,Sakda,5/13/2012,C,16.5,56660
Water temperature,Sakda,6/8/2012,C,20,56661
Water temperature,Sakda,7/13/2012,C,22,56662
Water temperature,Sakda,9/1/2012,C,22.46666667,56663
Water temperature,Sakda,9/16/2012,C,19,56664
Water temperature,Sakda,10/14/2012,C,13.3,56665
Water temperature,Sakda,11/5/2012,C,11,56666
Water temperature,Sakda,12/9/2012,C,8,56667
Water temperature,Sakda,1/11/2013,C,1.2,56668
Water temperature,Sakda,2/10/2013,C,1.5,56669
Water temperature,Sakda,3/10/2013,C,3.8,56670
Water temperature,Sakda,4/15/2013,C,11,56671
Water temperature,Sakda,5/12/2013,C,15,56672
Water temperature,Sakda,6/23/2013,C,25.86666667,56673
Water temperature,Sakda,7/14/2013,C,25,56674
Water temperature,Sakda,8/13/2013,C,24.96666667,56675
Water temperature,Sakda,9/8/2013,C,24,56676
Water temperature,Sakda,10/12/2013,C,17.46666667,56677
Water temperature,Sakda,11/8/2013,C,11.1,56678
Water temperature,Sakda,12/7/2013,C,5,56679
Water temperature,Sakda,1/17/2014,C,4,56680
Water temperature,Sakda,3/13/2014,C,5.333333333,56681
Water temperature,Sakda,4/3/2014,C,10.36666667,56682
Water temperature,Sakda,5/8/2014,C,20,56683
Water temperature,Sakda,6/19/2014,C,25.93333333,56684
Water temperature,Sakda,7/4/2014,C,26.66666667,56685
Water temperature,Sakda,8/22/2014,C,26.2,56686
Water temperature,Sakda,9/6/2014,C,24,56687
Water temperature,Sakda,9/12/2014,C,22.77666667,56688
Water temperature,Sakda,10/15/2014,C,18.36666667,56689
Water temperature,Sakda,11/6/2014,C,15,56690
Water temperature,Sakda,12/11/2014,C,6,56691
Water temperature,Sakda,1/8/2015,C,2,56692
Water temperature,Sakda,2/12/2015,C,4.066666667,56693
Water temperature,Sakda,3/12/2015,C,6,56694
Water temperature,Sakda,4/2/2015,C,7.833333333,56695
Water temperature,Sakda,5/14/2015,C,21.66666667,56696
Water temperature,Sakda,6/18/2015,C,22.76666667,56697
Water temperature,Sakda,7/10/2015,C,24.23333333,56698
Water temperature,Sakda,8/20/2015,C,26.73333333,56699
Water temperature,Sakda,9/25/2015,C,18.8,56700
Water temperature,Sakda,10/8/2015,C,13.5,56701
Water temperature,Sakda,11/19/2015,C,12.8,56702
Water temperature,Sakda,12/10/2015,C,5.733333333,56703
Water temperature,Sakda,1/9/2016,C,3.466666667,56704
Water temperature,Sakda,2/11/2016,C,1.5,56705
Water temperature,Sakda,3/11/2016,C,6.4,56706
Water temperature,Sakda,4/1/2016,C,13.1,56707
Water temperature,Sakda,5/13/2016,C,16,56708
Water temperature,Sakda,6/11/2016,C,21.76666667,56709
Water temperature,Sakda,7/8/2016,C,25,56710
Water temperature,Sakda,8/19/2016,C,25.9,56711
Water temperature,Sakda,9/3/2016,C,23.6,56712
Water temperature,Sakda,10/1/2016,C,17.13333333,56713
Water temperature,Sakda,11/4/2016,C,11,56714
Water temperature,Sakda,12/2/2016,C,6.5,56715
Zinc,Sakda,4/18/1998,µg/l,24,56716
Zinc,Sakda,6/30/1998,µg/l,17,56717
Zinc,Sakda,8/15/1998,µg/l,49.3,56718
Zinc,Sakda,8/26/1998,µg/l,251,56719
Zinc,Sakda,10/24/1998,µg/l,34.33333333,56720
Zinc,Sakda,11/20/1998,µg/l,49,56721
Zinc,Sakda,12/10/1998,µg/l,45,56722
Zinc,Sakda,1/16/1999,µg/l,37,56723
Zinc,Sakda,2/27/1999,µg/l,29.66666667,56724
Zinc,Sakda,3/25/1999,µg/l,16.33333333,56725
Zinc,Sakda,4/26/1999,µg/l,34.33333333,56726
Zinc,Sakda,5/26/1999,µg/l,55.66666667,56727
Zinc,Sakda,6/25/1999,µg/l,13.33333333,56728
Zinc,Sakda,7/15/1999,µg/l,104.7,56729
Zinc,Sakda,7/26/1999,µg/l,25,56730
Zinc,Sakda,7/28/1999,µg/l,18,56731
Zinc,Sakda,8/15/1999,µg/l,61.7,56732
Zinc,Sakda,8/31/1999,µg/l,12.66666667,56733
Zinc,Sakda,9/21/1999,µg/l,20.66666667,56734
Zinc,Sakda,10/23/1999,µg/l,27.66666667,56735
Zinc,Sakda,11/26/1999,µg/l,17.66666667,56736
Zinc,Sakda,12/15/1999,µg/l,26.66666667,56737
Zinc,Sakda,1/19/2000,µg/l,30,56738
Zinc,Sakda,2/19/2000,µg/l,26.66666667,56739
Zinc,Sakda,3/23/2000,µg/l,45,56740
Zinc,Sakda,4/29/2000,µg/l,68.33333333,56741
Zinc,Sakda,5/26/2000,µg/l,30.66666667,56742
Zinc,Sakda,6/24/2000,µg/l,19.33333333,56743
Zinc,Sakda,7/15/2000,µg/l,78,56744
Zinc,Sakda,7/29/2000,µg/l,26.33333333,56745
Zinc,Sakda,8/15/2000,µg/l,85.2,56746
Zinc,Sakda,8/29/2000,µg/l,33,56747
Zinc,Sakda,9/21/2000,µg/l,25,56748
Zinc,Sakda,10/19/2000,µg/l,172.6666667,56749
Zinc,Sakda,11/23/2000,µg/l,16.66666667,56750
Zinc,Sakda,12/30/2000,µg/l,5,56751
Zinc,Sakda,1/25/2001,µg/l,29.66666667,56752
Zinc,Sakda,2/22/2001,µg/l,23,56753
Zinc,Sakda,3/22/2001,µg/l,27,56754
Zinc,Sakda,4/30/2001,µg/l,32.66666667,56755
Zinc,Sakda,5/27/2001,µg/l,19.33333333,56756
Zinc,Sakda,6/21/2001,µg/l,73,56757
Zinc,Sakda,7/27/2001,µg/l,62.33333333,56758
Zinc,Sakda,8/29/2001,µg/l,35.66666667,56759
Zinc,Sakda,9/25/2001,µg/l,63,56760
Zinc,Sakda,11/23/2001,µg/l,32.33333333,56761
Zinc,Sakda,12/21/2001,µg/l,47,56762
Zinc,Sakda,3/28/2002,µg/l,25.33333333,56763
Zinc,Sakda,4/27/2002,µg/l,32.33333333,56764
Zinc,Sakda,6/22/2002,µg/l,22.33333333,56765
Zinc,Sakda,8/23/2002,µg/l,7.666666667,56766
Zinc,Sakda,9/21/2002,µg/l,7.666666667,56767
Zinc,Sakda,10/12/2002,µg/l,3.333333333,56768
Zinc,Sakda,10/15/2002,µg/l,62.8,56769
Zinc,Sakda,10/26/2002,µg/l,26,56770
Zinc,Sakda,11/21/2002,µg/l,19.66666667,56771
Zinc,Sakda,12/14/2002,µg/l,26.66666667,56772
Zinc,Sakda,1/24/2003,µg/l,11,56773
Zinc,Sakda,2/21/2003,µg/l,2.666666667,56774
Zinc,Sakda,3/20/2003,µg/l,15.66666667,56775
Zinc,Sakda,4/26/2003,µg/l,17.66666667,56776
Zinc,Sakda,5/22/2003,µg/l,14.2,56777
Zinc,Sakda,6/26/2003,µg/l,32.66666667,56778
Zinc,Sakda,7/24/2003,µg/l,3.166666667,56779
Zinc,Sakda,8/15/2003,µg/l,146.78,56780
Zinc,Sakda,8/28/2003,µg/l,9.133333333,56781
Zinc,Sakda,9/18/2003,µg/l,128.2,56782
Zinc,Sakda,10/23/2003,µg/l,13.16666667,56783
Zinc,Sakda,11/20/2003,µg/l,22,56784
Zinc,Sakda,1/29/2004,µg/l,58,56785
Zinc,Sakda,2/19/2004,µg/l,412,56786
Zinc,Sakda,3/19/2004,µg/l,106.3333333,56787
Zinc,Sakda,4/23/2004,µg/l,64.66666667,56788
Zinc,Sakda,5/22/2004,µg/l,79,56789
Zinc,Sakda,6/12/2004,µg/l,139.3333333,56790
Zinc,Sakda,7/10/2004,µg/l,13,56791
Zinc,Sakda,8/19/2004,µg/l,29,56792
Zinc,Sakda,9/3/2004,µg/l,0,56793
Zinc,Sakda,10/9/2004,µg/l,64.66666667,56794
Zinc,Sakda,11/12/2004,µg/l,0,56795
Zinc,Sakda,12/11/2004,µg/l,0,56796
Zinc,Sakda,1/16/2005,µg/l,41.66666667,56797
Zinc,Sakda,2/11/2005,µg/l,48.33333333,56798
Zinc,Sakda,3/11/2005,µg/l,61.33333333,56799
Zinc,Sakda,4/8/2005,µg/l,31,56800
Zinc,Sakda,5/13/2005,µg/l,37,56801
Zinc,Sakda,6/10/2005,µg/l,39,56802
Zinc,Sakda,7/8/2005,µg/l,10,56803
Zinc,Sakda,8/12/2005,µg/l,36,56804
Zinc,Sakda,9/9/2005,µg/l,10,56805
Zinc,Sakda,10/14/2005,µg/l,10,56806
Zinc,Sakda,11/11/2005,µg/l,109.3333333,56807
Zinc,Sakda,12/9/2005,µg/l,104,56808
Zinc,Sakda,1/13/2006,µg/l,122,56809
Zinc,Sakda,2/10/2006,µg/l,24.66666667,56810
Zinc,Sakda,3/9/2006,µg/l,12,56811
Zinc,Sakda,4/15/2006,µg/l,48.66666667,56812
Zinc,Sakda,5/11/2006,µg/l,19,56813
Zinc,Sakda,6/8/2006,µg/l,132.6666667,56814
Zinc,Sakda,7/13/2006,µg/l,54.66666667,56815
