Country,Lat,Lon,Number of Records,Year,child_mortality,fertility,gdp,life,population,region
Trinidad and Tobago,10.4435,-61.2604,1,1986,33.1,2.949,14682,67.62,1185012,America
Trinidad and Tobago,10.4435,-61.2604,1,1987,32.3,2.827,13902,67.719,1194138,America
Trinidad and Tobago,10.4435,-61.2604,1,1988,31.6,2.7,13310,67.817,1201224,America
Trinidad and Tobago,10.4435,-61.2604,1,1989,31,2.574,13206,67.914,1207942,America
Trinidad and Tobago,10.4435,-61.2604,1,1990,30.5,2.453,13464,68.007,1215494,America
Trinidad and Tobago,10.4435,-61.2604,1,1991,30,2.339,13735,68.094,1224233,America
Trinidad and Tobago,10.4435,-61.2604,1,1992,29.7,2.231,13426,68.171,1233753,America
Trinidad and Tobago,10.4435,-61.2604,1,1993,29.4,2.131,13158,68.238,1243590,America
Trinidad and Tobago,10.4435,-61.2604,1,1994,29.2,2.04,13562,68.296,1253000,America
Trinidad and Tobago,10.4435,-61.2604,1,1995,29,1.961,14046,68.344,1261443,America
Trinidad and Tobago,10.4435,-61.2604,1,1996,28.9,1.896,14561,68.384,1268851,America
Trinidad and Tobago,10.4435,-61.2604,1,1997,28.8,1.843,14928,68.419,1275460,America
Trinidad and Tobago,10.4435,-61.2604,1,1998,28.8,1.801,16064,68.452,1281396,America
Trinidad and Tobago,10.4435,-61.2604,1,1999,28.7,1.772,16739,68.489,1286871,America
Trinidad and Tobago,10.4435,-61.2604,1,2000,28.7,1.753,17721,68.533,1292058,America
Trinidad and Tobago,10.4435,-61.2604,1,2001,28.6,1.744,18383,68.59,1296962,America
Trinidad and Tobago,10.4435,-61.2604,1,2002,28.3,1.744,19773,68.661,1301576,America
Trinidad and Tobago,10.4435,-61.2604,1,2003,28,1.749,22519,68.747,1306065,America
Trinidad and Tobago,10.4435,-61.2604,1,2004,27.5,1.758,24175,68.847,1310622,America
Trinidad and Tobago,10.4435,-61.2604,1,2005,26.9,1.769,25439,68.958,1315386,America
Trinidad and Tobago,10.4435,-61.2604,1,2006,26.3,1.779,28790,69.078,1320418,America
Trinidad and Tobago,10.4435,-61.2604,1,2007,25.6,1.788,30008,69.2,1325672,America
Trinidad and Tobago,10.4435,-61.2604,1,2008,24.9,1.796,30875,69.321,1331040,America
Trinidad and Tobago,10.4435,-61.2604,1,2009,24.3,1.8,29383,69.438,1336349,America
Trinidad and Tobago,10.4435,-61.2604,1,2010,23.6,1.802,29321,69.55,1341465,America
Trinidad and Tobago,10.4435,-61.2604,1,2011,22.9,1.801,28743,69.657,1346350,America
Trinidad and Tobago,10.4435,-61.2604,1,2012,22.2,1.799,29086,69.761,1350999,America
Trinidad and Tobago,10.4435,-61.2604,1,2013,21.5,1.797,29469,69.865,1355342,America
Tunisia,35.594,9.421,1,1964,244.7,7.107,2575,44.903,4541457,Middle East & North Africa
Tunisia,35.594,9.421,1,1965,233.5,7.059,2683,45.795,4630000,Middle East & North Africa
Tunisia,35.594,9.421,1,1966,222.3,6.978,2690,46.759,4723497,Middle East & North Africa
Tunisia,35.594,9.421,1,1967,211.2,6.869,2615,47.786,4821782,Middle East & North Africa
Tunisia,35.594,9.421,1,1968,200.6,6.737,2831,48.867,4923201,Middle East & North Africa
Tunisia,35.594,9.421,1,1969,190.3,6.59,2876,49.988,5025402,Middle East & North Africa
Tunisia,35.594,9.421,1,1970,180.6,6.438,2990,51.133,5127001,Middle East & North Africa
Tunisia,35.594,9.421,1,1971,171.1,6.292,3246,52.289,5226965,Middle East & North Africa
Tunisia,35.594,9.421,1,1972,162.1,6.16,3746,53.442,5326668,Middle East & North Africa
Tunisia,35.594,9.421,1,1973,153,6.046,3639,54.581,5430023,Middle East & North Africa
Tunisia,35.594,9.421,1,1974,144.1,5.95,3841,55.696,5542400,Middle East & North Africa
Tunisia,35.594,9.421,1,1975,135.1,5.867,4011,56.786,5667516,Middle East & North Africa
Tunisia,35.594,9.421,1,1976,126.3,5.79,4215,57.859,5806713,Middle East & North Africa
Tunisia,35.594,9.421,1,1977,117.7,5.706,4255,58.921,5958456,Middle East & North Africa
Tunisia,35.594,9.421,1,1978,109.6,5.606,4434,59.972,6120018,Middle East & North Africa
Tunisia,35.594,9.421,1,1979,102.3,5.488,4618,61.003,6287287,Middle East & North Africa
Tunisia,35.594,9.421,1,1980,95.7,5.349,4837,61.993,6457092,Middle East & North Africa
Tunisia,35.594,9.421,1,1981,89.9,5.189,4980,62.919,6628154,Middle East & North Africa
Tunisia,35.594,9.421,1,1982,84.6,5.015,4863,63.766,6800734,Middle East & North Africa
Tunisia,35.594,9.421,1,1983,80,4.833,4999,64.53,6974955,Middle East & North Africa
Tunisia,35.594,9.421,1,1984,75.6,4.645,5048,65.214,7151430,Middle East & North Africa
Tunisia,35.594,9.421,1,1985,71.5,4.454,5205,65.836,7330267,Middle East & North Africa
Tunisia,35.594,9.421,1,1986,67.9,4.265,5002,66.42,7511099,Middle East & North Africa
Tunisia,35.594,9.421,1,1987,64.7,4.077,5214,66.994,7692463,Middle East & North Africa
Tunisia,35.594,9.421,1,1988,61.9,3.893,5109,67.576,7872065,Middle East & North Africa
Tunisia,35.594,9.421,1,1989,59.3,3.714,5196,68.172,8047027,Middle East & North Africa
Tunisia,35.594,9.421,1,1990,57,3.538,5502,68.779,8215111,Middle East & North Africa
Tunisia,35.594,9.421,1,1991,54.8,3.363,5604,69.387,8375587,Middle East & North Africa
Tunisia,35.594,9.421,1,1992,52.5,3.188,5920,69.973,8528401,Middle East & North Africa
Tunisia,35.594,9.421,1,1993,50.1,3.013,5991,70.522,8672916,Middle East & North Africa
Tunisia,35.594,9.421,1,1994,47.5,2.841,6031,71.026,8808669,Middle East & North Africa
Tunisia,35.594,9.421,1,1995,44.9,2.676,6055,71.481,8935523,Middle East & North Africa
Tunisia,35.594,9.421,1,1996,42.1,2.524,6393,71.888,9053410,Middle East & North Africa
Tunisia,35.594,9.421,1,1997,39.3,2.389,6649,72.254,9162870,Middle East & North Africa
Tunisia,35.594,9.421,1,1998,36.5,2.275,6879,72.586,9265266,Middle East & North Africa
Tunisia,35.594,9.421,1,1999,34,2.183,7201,72.887,9362447,Middle East & North Africa
Tunisia,35.594,9.421,1,2000,31.7,2.114,7464,73.159,9456117,Middle East & North Africa
Tunisia,35.594,9.421,1,2001,29.6,2.068,7699,73.4,9546453,Middle East & North Africa
Tunisia,35.594,9.421,1,2002,27.8,2.041,7752,73.613,9634180,Middle East & North Africa
Tunisia,35.594,9.421,1,2003,26,2.027,8094,73.804,9722180,Middle East & North Africa
Tunisia,35.594,9.421,1,2004,24.5,2.023,8468,73.979,9814009,Middle East & North Africa
Tunisia,35.594,9.421,1,2005,23,2.025,8707,74.149,9912114,Middle East & North Africa
Tunisia,35.594,9.421,1,2006,21.7,2.031,9109,74.323,10017832,Middle East & North Africa
Tunisia,35.594,9.421,1,2007,20.5,2.038,9585,74.506,10130368,Middle East & North Africa
Tunisia,35.594,9.421,1,2008,19.4,2.044,9938,74.704,10247325,Middle East & North Africa
Tunisia,35.594,9.421,1,2009,18.3,2.046,10187,74.918,10365089,Middle East & North Africa
Tunisia,35.594,9.421,1,2010,17.4,2.044,10411,75.147,10480934,Middle East & North Africa
Tunisia,35.594,9.421,1,2011,16.5,2.036,10235,75.388,10594057,Middle East & North Africa
Tunisia,35.594,9.421,1,2012,15.8,2.023,10609,75.632,10704948,Middle East & North Africa
Tunisia,35.594,9.421,1,2013,15.2,2.008,10768,75.873,10813680,Middle East & North Africa
Turkey,39.144,34.188,1,1964,221.9,6.029,5296,48.313,31109820,Europe & Central Asia
Turkey,39.144,34.188,1,1965,215.4,5.951,5309,49.037,31837999,Europe & Central Asia
Turkey,39.144,34.188,1,1966,209.3,5.874,5906,49.736,32556294,Europe & Central Asia
Turkey,39.144,34.188,1,1967,203.4,5.797,6020,50.409,33267998,Europe & Central Asia
Turkey,39.144,34.188,1,1968,197.8,5.721,6295,51.057,33982141,Europe & Central Asia
Turkey,39.144,34.188,1,1969,192.3,5.644,6470,51.683,34711167,Europe & Central Asia
Turkey,39.144,34.188,1,1970,186.9,5.563,6740,52.291,35464196,Europe & Central Asia
Turkey,39.144,34.188,1,1971,181.5,5.475,6765,52.893,36245756,Europe & Central Asia
Turkey,39.144,34.188,1,1972,175.9,5.375,7186,53.498,37054168,Europe & Central Asia
Turkey,39.144,34.188,1,1973,170.3,5.263,7442,54.115,37884870,Europe & Central Asia
Turkey,39.144,34.188,1,1974,164.5,5.14,7991,54.746,38730367,Europe & Central Asia
Turkey,39.144,34.188,1,1975,158.6,5.008,8381,55.392,39585821,Europe & Central Asia
Turkey,39.144,34.188,1,1976,152.7,4.872,9142,56.05,40446729,Europe & Central Asia
Turkey,39.144,34.188,1,1977,146.7,4.738,8863,56.713,41316297,Europe & Central Asia
Turkey,39.144,34.188,1,1978,140.7,4.608,8400,57.373,42206204,Europe & Central Asia
Turkey,39.144,34.188,1,1979,134.7,4.483,8160,58.025,43132612,Europe & Central Asia
Turkey,39.144,34.188,1,1980,128.7,4.361,7828,58.668,44105216,Europe & Central Asia
Turkey,39.144,34.188,1,1981,122.7,4.239,8518,59.299,45130008,Europe & Central Asia
Turkey,39.144,34.188,1,1982,116.7,4.114,8323,59.917,46198027,Europe & Central Asia
Turkey,39.144,34.188,1,1983,110.7,3.982,8535,60.522,47285732,Europe & Central Asia
Turkey,39.144,34.188,1,1984,104.9,3.844,8798,61.113,48360679,Europe & Central Asia
Turkey,39.144,34.188,1,1985,99.3,3.704,9163,61.685,49399630,Europe & Central Asia
Turkey,39.144,34.188,1,1986,93.9,3.563,9556,62.234,50393538,Europe & Central Asia
Turkey,39.144,34.188,1,1987,88.7,3.427,10351,62.761,51349154,Europe & Central Asia
Turkey,39.144,34.188,1,1988,83.7,3.3,10421,63.27,52278499,Europe & Central Asia
Turkey,39.144,34.188,1,1989,79,3.183,10103,63.766,53200802,Europe & Central Asia
Turkey,39.144,34.188,1,1990,74.5,3.078,10670,64.259,54130268,Europe & Central Asia
Turkey,39.144,34.188,1,1991,70.3,2.987,10568,64.76,55068880,Europe & Central Asia
Turkey,39.144,34.188,1,1992,66.3,2.906,10920,65.278,56012109,Europe & Central Asia
Turkey,39.144,34.188,1,1993,62.4,2.835,11569,65.817,56959988,Europe & Central Asia
Turkey,39.144,34.188,1,1994,58.8,2.772,10857,66.38,57911273,Europe & Central Asia
Turkey,39.144,34.188,1,1995,55.2,2.715,11530,66.967,58864649,Europe & Central Asia
Turkey,39.144,34.188,1,1996,51.8,2.661,12190,67.574,59821978,Europe & Central Asia
Turkey,39.144,34.188,1,1997,48.6,2.609,12911,68.193,60783217,Europe & Central Asia
Turkey,39.144,34.188,1,1998,45.4,2.557,13008,68.812,61742674,Europe & Central Asia
Turkey,39.144,34.188,1,1999,42.4,2.506,12381,69.421,62692616,Europe & Central Asia
Turkey,39.144,34.188,1,2000,39.6,2.454,13025,70.01,63627862,Europe & Central Asia
Turkey,39.144,34.188,1,2001,36.9,2.404,12106,70.57,64544914,Europe & Central Asia
Turkey,39.144,34.188,1,2002,34.4,2.356,12669,71.097,65446165,Europe & Central Asia
Turkey,39.144,34.188,1,2003,32,2.311,13151,71.589,66339433,Europe & Central Asia
Turkey,39.144,34.188,1,2004,29.7,2.27,14187,72.045,67235927,Europe & Central Asia
Turkey,39.144,34.188,1,2005,27.7,2.234,15176,72.466,68143186,Europe & Central Asia
Turkey,39.144,34.188,1,2006,25.7,2.202,16013,72.858,69063538,Europe & Central Asia
Turkey,39.144,34.188,1,2007,23.9,2.173,16551,73.228,69992754,Europe & Central Asia
Turkey,39.144,34.188,1,2008,22.2,2.147,16454,73.585,70923730,Europe & Central Asia
Turkey,39.144,34.188,1,2009,20.6,2.123,15467,73.932,71846212,Europe & Central Asia
Turkey,39.144,34.188,1,2010,19.1,2.101,16674,74.274,72752325,Europe & Central Asia
Turkey,39.144,34.188,1,2011,17.8,2.08,17908,74.609,73639596,Europe & Central Asia
Turkey,39.144,34.188,1,2012,16.5,2.06,18057,74.938,74508771,Europe & Central Asia
Turkey,39.144,34.188,1,2013,15.4,2.041,18579,75.259,75359032,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1964,132.98,6.663,7952,56.181,1829697,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1965,128.76,6.616,8309,56.604,1890000,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1966,124.57,6.545,8622,57.017,1949425,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1967,120.44,6.469,8916,57.413,2008148,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1968,122.16,6.403,9355,57.79,2066889,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1969,123.9,6.35,9406,58.143,2126749,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1970,125.67,6.302,10045,58.468,2188499,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1971,127.47,6.249,10221,58.761,2252386,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1972,129.29,6.175,10186,59.024,2318070,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1973,131.14,6.071,10948,59.263,2385039,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1974,133.01,5.939,10900,59.484,2452528,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1975,134.92,5.783,10576,59.699,2520002,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1976,136.84,5.612,10715,59.921,2587417,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1977,138.8,5.441,10617,60.16,2655036,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1978,133.9,5.279,10538,60.418,2723006,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1979,129.4,5.135,10158,60.697,2791575,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1980,124.8,5.012,9853,60.995,2861000,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1981,120.4,4.915,9632,61.307,2931343,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1982,116,4.836,9559,61.618,3002785,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1983,111.7,4.772,9553,61.916,3075867,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1984,107.6,4.718,9362,62.189,3151262,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1985,103.6,4.669,9143,62.42,3229499,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1986,100,4.623,9216,62.594,3310059,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1987,96.7,4.572,9040,62.708,3392823,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1988,94,4.513,8944,62.767,3479088,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1989,91.9,4.44,8822,62.783,3570558,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1990,90.5,4.345,8353,62.773,3668000,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1991,89.7,4.222,7748,62.764,3772350,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1992,89.6,4.071,6402,62.778,3881973,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1993,89.7,3.898,6320,62.832,3991917,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1994,89.6,3.707,5094,62.932,4095512,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1995,89.4,3.512,4623,63.074,4188010,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1996,88.7,3.325,4841,63.249,4267690,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1997,87.5,3.159,4221,63.435,4335991,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1998,85.8,3.021,4460,63.615,4395293,Europe & Central Asia
Turkmenistan,39.584,59.597,1,1999,83.8,2.914,5132,63.78,4449427,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2000,81.6,2.837,5351,63.925,4501419,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2001,79.2,2.783,5521,64.048,4551737,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2002,76.9,2.741,5477,64.154,4600093,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2003,74.7,2.701,5598,64.251,4647912,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2004,72.4,2.66,5817,64.341,4696771,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2005,70.1,2.615,6505,64.429,4747839,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2006,68,2.569,7137,64.522,4801847,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2007,66,2.523,7834,64.624,4858843,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2008,63.9,2.482,8877,64.737,4918396,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2009,61.9,2.445,9303,64.862,4979672,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2010,60.1,2.412,10032,65,5041995,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2011,58.2,2.381,11361,65.147,5105301,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2012,56.5,2.353,12460,65.299,5169660,Europe & Central Asia
Turkmenistan,39.584,59.597,1,2013,54.7,2.326,13555,65.452,5234640,Europe & Central Asia
Uganda,1.9392,32.7415,1,1964,204.3,7.078,965,46.332,7746988,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1965,200,7.094,960,46.891,8014352,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1966,195.8,7.106,991,47.406,8290837,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1967,192.1,7.113,1015,47.864,8576166,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1968,189,7.117,1012,48.256,8866641,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1969,186.3,7.118,1092,48.577,9157569,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1970,184.6,7.115,1079,48.825,9445932,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1971,184.1,7.111,1084,49.005,9730174,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1972,184.7,7.107,1071,49.131,10012125,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1973,186.5,7.103,1046,49.218,10296444,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1974,189.4,7.1,1027,49.277,10589763,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1975,193.2,7.099,982,49.319,10897136,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1976,197.5,7.099,967,49.354,11221247,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1977,202,7.099,958,49.385,11561734,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1978,206,7.099,884,49.412,11917048,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1979,208.9,7.1,770,49.437,12284315,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1980,210.3,7.1,729,49.456,12662131,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1981,208.9,7.101,740,49.468,13049012,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1982,204.4,7.101,781,49.461,13447769,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1983,198.1,7.102,816,49.425,13866291,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1984,191.7,7.103,724,49.352,14315090,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1985,186.4,7.103,716,49.222,14801113,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1986,182.3,7.103,695,49.013,15327718,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1987,179.7,7.102,713,48.723,15891143,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1988,177.8,7.1,736,48.364,16482365,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1989,175.7,7.097,762,47.953,17088426,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1990,173.1,7.091,767,47.514,17699717,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1991,170,7.082,782,47.069,18314701,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1992,166.6,7.071,781,46.655,18935726,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1993,163.4,7.057,818,46.312,19561967,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1994,161.1,7.039,842,46.074,20193432,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1995,159.5,7.018,910,45.983,20831075,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1996,158.2,6.994,961,46.071,21473592,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1997,156.6,6.967,979,46.34,22123185,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1998,154.1,6.937,996,46.78,22788843,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,1999,150.4,6.903,1043,47.381,23482533,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2000,145.4,6.865,1042,48.126,24213120,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2001,139.2,6.822,1060,48.988,24984181,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2002,132.2,6.772,1115,49.928,25794397,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2003,124.6,6.716,1147,50.906,26641627,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2004,116.8,6.653,1184,51.889,27521632,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2005,109.1,6.583,1217,52.86,28431204,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2006,102,6.507,1304,53.809,29370251,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2007,95.3,6.425,1367,54.74,30339895,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2008,89.3,6.338,1437,55.647,31339392,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2009,84,6.248,1490,56.514,32367909,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2010,79.5,6.155,1515,57.319,33424683,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2011,74.6,6.06,1607,58.038,34509205,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2012,69.4,5.964,1622,58.668,35620977,Sub-Saharan Africa
Uganda,1.9392,32.7415,1,2013,65.1,5.867,1621,59.209,36759274,Sub-Saharan Africa
Ukraine,49.364,32.132,1,1964,45.18,2.07,6239,72.19,44868657,Europe & Central Asia
Ukraine,49.364,32.132,1,1965,43.35,2.032,6515,71.63,45340503,Europe & Central Asia
Ukraine,49.364,32.132,1,1966,41.59,2.015,6756,71.9,45779461,Europe & Central Asia
Ukraine,49.364,32.132,1,1967,39.9,2.014,6982,71.5,46187918,Europe & Central Asia
Ukraine,49.364,32.132,1,1968,38.28,2.021,7320,71.59,46573376,Europe & Central Asia
Ukraine,49.364,32.132,1,1969,36.72,2.034,7355,70.97,46947038,Europe & Central Asia
Ukraine,49.364,32.132,1,1970,35.23,2.047,7850,70.87,47316501,Europe & Central Asia
Ukraine,49.364,32.132,1,1971,33.8,2.056,7982,71.1,47685533,Europe & Central Asia
Ukraine,49.364,32.132,1,1972,32.6,2.059,7950,70.86,48050256,Europe & Central Asia
Ukraine,49.364,32.132,1,1973,31.6,2.056,8538,71.05,48401549,Europe & Central Asia
Ukraine,49.364,32.132,1,1974,30.7,2.046,8742,70.94,48726373,Europe & Central Asia
Ukraine,49.364,32.132,1,1975,30,2.031,8724,70.28,49015998,Europe & Central Asia
Ukraine,49.364,32.132,1,1976,29.4,2.014,9090,70.34,49266997,Europe & Central Asia
Ukraine,49.364,32.132,1,1977,29,1.999,9262,70.02,49484239,Europe & Central Asia
Ukraine,49.364,32.132,1,1978,28.5,1.988,9454,69.98,49677426,Europe & Central Asia
Ukraine,49.364,32.132,1,1979,28,1.982,9372,69.72,49860466,Europe & Central Asia
Ukraine,49.364,32.132,1,1980,27.4,1.984,9349,69.7,50043550,Europe & Central Asia
Ukraine,49.364,32.132,1,1981,26.6,1.993,9400,69.74,50227328,Europe & Central Asia
Ukraine,49.364,32.132,1,1982,25.7,2.008,9594,69.9,50408687,Europe & Central Asia
Ukraine,49.364,32.132,1,1983,24.7,2.026,9860,69.88,50589152,Europe & Central Asia
Ukraine,49.364,32.132,1,1984,23.8,2.041,9937,69.57,50769702,Europe & Central Asia
Ukraine,49.364,32.132,1,1985,22.7,2.05,9981,69.88,50949364,Europe & Central Asia
Ukraine,49.364,32.132,1,1986,21.8,2.048,10346,71.24,51128208,Europe & Central Asia
Ukraine,49.364,32.132,1,1987,21,2.029,10437,71.04,51301215,Europe & Central Asia
Ukraine,49.364,32.132,1,1988,20.3,1.994,10621,70.93,51455595,Europe & Central Asia
Ukraine,49.364,32.132,1,1989,19.8,1.942,10773,70.88,51574638,Europe & Central Asia
Ukraine,49.364,32.132,1,1990,19.5,1.872,10490,70.46,51644914,Europe & Central Asia
Ukraine,49.364,32.132,1,1991,19.5,1.788,9588,69.64,51666114,Europe & Central Asia
Ukraine,49.364,32.132,1,1992,19.7,1.694,8633,69,51637719,Europe & Central Asia
Ukraine,49.364,32.132,1,1993,19.9,1.597,7401,68.31,51546666,Europe & Central Asia
Ukraine,49.364,32.132,1,1994,20.2,1.501,5732,67.7,51377434,Europe & Central Asia
Ukraine,49.364,32.132,1,1995,20.5,1.41,5073,66.79,51121722,Europe & Central Asia
Ukraine,49.364,32.132,1,1996,20.5,1.33,4606,67.11,50773323,Europe & Central Asia
Ukraine,49.364,32.132,1,1997,20.3,1.261,4509,67.69,50342838,Europe & Central Asia
Ukraine,49.364,32.132,1,1998,19.9,1.204,4463,68.57,49860125,Europe & Central Asia
Ukraine,49.364,32.132,1,1999,19.2,1.163,4496,68.15,49366106,Europe & Central Asia
Ukraine,49.364,32.132,1,2000,18.5,1.139,4809,67.79,48891792,Europe & Central Asia
Ukraine,49.364,32.132,1,2001,17.6,1.135,5305,67.93,48448267,Europe & Central Asia
Ukraine,49.364,32.132,1,2002,16.7,1.149,5637,67.81,48032368,Europe & Central Asia
Ukraine,49.364,32.132,1,2003,15.9,1.176,6217,67.87,47643278,Europe & Central Asia
Ukraine,49.364,32.132,1,2004,15.1,1.214,7022,67.73,47275250,Europe & Central Asia
Ukraine,49.364,32.132,1,2005,14.5,1.258,7265,67.31,46923927,Europe & Central Asia
Ukraine,49.364,32.132,1,2006,14,1.304,7848,67.96,46591797,Europe & Central Asia
Ukraine,49.364,32.132,1,2007,13.4,1.347,8519,68.17,46282158,Europe & Central Asia
Ukraine,49.364,32.132,1,2008,12.9,1.384,8762,68.306,45991584,Europe & Central Asia
Ukraine,49.364,32.132,1,2009,12.3,1.414,7498,68.076,45715010,Europe & Central Asia
Ukraine,49.364,32.132,1,2010,11.8,1.435,7844,68.188,45448329,Europe & Central Asia
Ukraine,49.364,32.132,1,2011,11.2,1.45,8282,68.301,45190180,Europe & Central Asia
Ukraine,49.364,32.132,1,2012,10.6,1.46,8319,68.414,44940268,Europe & Central Asia
Ukraine,49.364,32.132,1,2013,10,1.47,8338,68.525,44696741,Europe & Central Asia
United Arab Emirates,23.9299,53.9031,1,1964,162.2,6.861,5021,56.328,134478,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1965,151.3,6.841,8534,57.314,146387,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1966,140.4,6.816,14505,58.266,156934,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1967,129.4,6.783,24652,59.176,167420,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1968,118.6,6.738,29634,60.038,180858,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1969,108.2,6.679,35623,60.85,201308,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1970,98.4,6.605,42822,61.614,231754,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1971,89.1,6.512,41464,62.333,272529,Middle East & North Africa
United Arab Emirates,23.9299,53.9031,1,1972,80.6,6.402,39798,63.018,322868,Middle East & North Africa
